feature1,feature2,feature3,feature4,target
7.49080237694725,-2.5271836306660305,2,66.56035426199689,186.08183756720203
19.01428612819832,-3.341758075371935,4,54.67578734184103,1423.4841533958588
14.639878836228101,-6.4769217499427985,5,59.95542437629817,873.9807600046591
11.973169683940732,2.1453334020297596,5,41.51876581519026,579.8156235479706
3.1203728088487304,-0.46751678982742284,3,35.35681559047766,155.16721513030896
3.119890406724053,7.314019846480072,1,42.41310157696034,274.46324042887596
1.1616722433639892,-9.357808390358835,3,45.10463916026573,-293.30414339483593
17.323522915498703,2.8773585511025264,1,44.49252363511216,931.1671474709449
12.022300234864176,5.258977570231222,3,67.19963791286591,560.0381454129252
14.161451555920909,5.189731383766141,3,9.263543883761912,593.0947923035848
0.41168988591604894,7.721479341910502,5,46.794016272176556,358.64976216698676
19.398197043239886,4.580674856589882,1,61.1492074519944,1038.1701319128795
16.648852816008436,8.556201232953924,2,60.601446948469764,943.4931647284043
4.246782213565523,-3.3468680035821707,2,37.716009115030026,186.65060264601266
3.6364993441420124,0.06418833503086141,3,76.08076725443095,139.39973962306854
3.6680901970686763,-9.718406734342187,3,29.243708431918666,-329.7083652159259
6.0848448591907545,-9.860848253934176,5,44.75049298843163,-53.334360814221654
10.495128632644757,-5.197467590969602,1,45.35257274470352,397.69987385517203
8.638900372842315,-7.983856057218295,3,45.202247519560466,234.23699438635276
5.824582803960839,-4.795772641284928,2,70.39550634766803,216.37481681780292
12.23705789444759,-6.459134109432052,1,50.23944534548024,518.2227390488127
2.7898772130408367,-9.429599503227035,3,54.79663212587069,-281.6060448892788
5.842892970704363,8.186082928120989,1,63.18975937233145,325.26593777816873
7.327236865873834,-9.83553737222217,5,40.40627398821127,55.387505319430005
9.12139968434072,4.721642886741709,2,47.679050566930236,255.45092229290807
15.703519227860273,-6.957042261609669,1,75.14101889704851,803.9498606982033
3.9934756431671947,8.244592439992001,2,55.673643961671225,359.2447451024123
10.284688768272233,7.855918791797716,3,33.57534499402375,492.8845259087905
11.84829137724085,3.078022927385147,4,37.15462023367501,468.05618106753593
0.9290082543999545,3.4446829960121033,1,63.37899302041375,39.64202211198305
12.150897038028766,-9.893217160606229,2,33.05788771499057,283.4931382600382
3.4104824737458306,9.697431322272042,1,42.90514864206062,482.9890197173936
1.3010318597055903,7.5566520715162895,3,53.04953295113454,375.2908971717907
18.977710745066666,7.902124514601841,3,50.20432259904057,1089.976328934746
19.312640661491187,3.1848907410174387,2,72.2482638965439,1076.5956844935765
16.16794696232922,-3.10426142690927,5,13.240738914588462,1076.7832860058688
6.092275383467413,7.8729729818096175,1,57.229207587977044,301.1835379731336
1.9534422801276774,-4.169661436976153,1,45.761256814448195,22.017089920623974
13.684660530243137,1.2542308668440576,3,69.7551231260666,659.461305463808
8.803049874792027,-8.005380553122352,1,46.46559317704913,191.5090065028411
2.4407646968955765,8.439112602655005,2,46.90026106859966,348.44492533434953
9.903538202225404,-7.184590844575734,4,49.93885120572702,381.89561573615197
0.6877704223043679,-5.502063885391855,3,40.08289021315789,55.48829901547262
18.186408041575643,1.1626831625642993,4,41.13630991986578,1084.9358010684919
5.175599632000338,5.281860004259631,1,47.76566450933456,195.01239987563645
13.25044568707964,2.387026118725979,5,74.67458647168128,609.8876058187265
6.2342215217882195,-5.357321743996877,2,42.62975223933613,141.33729859487798
10.401360423556216,-9.981139149450193,1,39.687539368939156,129.36723491544507
10.934205586865593,5.143011606148784,2,43.997778404136156,387.1117278024075
3.697089110510541,9.704146518221876,1,50.05094053838706,478.33431835973346
19.391692555291172,6.19826240612181,1,76.8866686139599,1113.2798613347675
15.502656467222291,-0.795867636867694,1,38.543220893516846,894.337072657823
18.789978831283783,8.075345227982133,3,87.4863942396183,1044.9459891581935
17.896547008552975,-1.8030465376329996,4,56.784490287015295,1134.285757184013
11.957999576221702,0.49868168486935005,5,34.995107966523236,558.8146455960416
18.437484700462335,-0.4574046520863355,4,41.79117337491916,1168.3340919057325
